x,y
1.780813499,0.708197859
1.837449575,0.670047383
1.892386346,0.634283138
1.946278654,0.599911449
2,0.566427809
1.684210526,1
1.719298246,0.992059772
1.754406816,0.982736614
1.783672634,0.970707093
1.788298505,0.956253902
1.773269996,0.926518437
1.740222724,0.848366145
1.772581906,0.888272838
1.787777058,0.78928827
1.840087447,0.739321148
1.894178565,0.705874122
1.946847412,0.666136371
2,0.632855618
1.719298246,1
1.754385965,0.992153006
1.789492569,0.982906192
1.818453862,0.971711981
1.806670765,0.937010439
1.823395645,0.958051666
1.808004279,0.905469823
1.800214631,0.855964551
1.847952778,0.824323204
1.897911423,0.78881421
1.948368379,0.741847027
2,0.708145326
1.754385965,1
1.789473684,0.992230087
1.824586029,0.982997892
1.854319483,0.971838381
1.83902235,0.931791988
1.858767234,0.958283393
1.856374817,0.88934693
1.904792001,0.860976196
1.952162122,0.82643457
2,0.793961419
1.789473684,1
1.824561404,0.992271769
1.859688938,0.983246125
1.888915453,0.973676409
1.880603927,0.936230889
1.893156249,0.961959391
1.914033751,0.910671856
1.95531091,0.88619722
2,0.871879723
1.824561404,1
1.859649123,0.992384602
1.894782371,0.983761606
1.922591135,0.971110913
1.926298013,0.951981591
1.960877584,0.930587173
2,0.916633799
1.859649123,1
1.894736842,0.992618912
1.92985792,0.98421503
1.956904719,0.972039632
1.97027288,0.958160363
2,0.947677174
1.894736842,1
1.929824561,0.992825013
1.964926523,0.984441741
1.978299044,0.975929619
2,0.9698533
1.929824561,1
1.964912281,0.992928064
2,0.984441741
1.964912281,1
2,0.992928064
2,1
